matchId,championId,championName,metadata.gameMode,participantId,perk1,perk2,perk3,perk4,perk5,perk6,puuid,summoner1Id,summoner2Id,summonerId,summonerLevel,summonerName,teamId,win,assists,baronKills,bountyLevel,champExperience,champLevel,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner2Casts,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,challenges.12AssistStreakCount,challenges.abilityUses,challenges.acesBefore15Minutes,challenges.alliedJungleMonsterKills,challenges.baronTakedowns,challenges.blastConeOppositeOpponentCount,challenges.bountyGold,challenges.buffsStolen,challenges.completeSupportQuestInTime,challenges.controlWardsPlaced,challenges.damagePerMinute,challenges.damageTakenOnTeamPercentage,challenges.dancedWithRiftHerald,challenges.deathsByEnemyChamps,challenges.dodgeSkillShotsSmallWindow,challenges.doubleAces,challenges.dragonTakedowns,challenges.effectiveHealAndShielding,challenges.elderDragonKillsWithOpposingSoul,challenges.elderDragonMultikills,challenges.enemyChampionImmobilizations,challenges.enemyJungleMonsterKills,challenges.epicMonsterKillsNearEnemyJungler,challenges.epicMonsterKillsWithin30SecondsOfSpawn,challenges.epicMonsterSteals,challenges.epicMonsterStolenWithoutSmite,challenges.flawlessAces,challenges.fullTeamTakedown,challenges.gameLength,challenges.getTakedownsInAllLanesEarlyJungleAsLaner,challenges.goldPerMinute,challenges.hadAfkTeammate,challenges.hadOpenNexus,challenges.immobilizeAndKillWithAlly,challenges.initialBuffCount,challenges.initialCrabCount,challenges.jungleCsBefore10Minutes,challenges.junglerTakedownsNearDamagedEpicMonster,challenges.kTurretsDestroyedBeforePlatesFall,challenges.kda,challenges.killAfterHiddenWithAlly,challenges.killParticipation,challenges.killedChampTookFullTeamDamageSurvived,challenges.killsNearEnemyTurret,challenges.killsOnOtherLanesEarlyJungleAsLaner,challenges.killsOnRecentlyHealedByAramPack,challenges.killsUnderOwnTurret,challenges.killsWithHelpFromEpicMonster,challenges.knockEnemyIntoTeamAndKill,challenges.landSkillShotsEarlyGame,challenges.laneMinionsFirst10Minutes,challenges.legendaryCount,challenges.lostAnInhibitor,challenges.maxKillDeficit,challenges.moreEnemyJungleThanOpponent,challenges.multiKillOneSpell,challenges.multiTurretRiftHeraldCount,challenges.multikills,challenges.multikillsAfterAggressiveFlash,challenges.mythicItemUsed,challenges.outerTurretExecutesBefore10Minutes,challenges.outnumberedKills,challenges.outnumberedNexusKill,challenges.perfectDragonSoulsTaken,challenges.perfectGame,challenges.pickKillWithAlly,challenges.poroExplosions,challenges.quickCleanse,challenges.quickFirstTurret,challenges.quickSoloKills,challenges.riftHeraldTakedowns,challenges.saveAllyFromDeath,challenges.scuttleCrabKills,challenges.shortestTimeToAceFromFirstTakedown,challenges.skillshotsDodged,challenges.skillshotsHit,challenges.snowballsHit,challenges.soloBaronKills,challenges.soloKills,challenges.soloTurretsLategame,challenges.stealthWardsPlaced,challenges.survivedSingleDigitHpCount,challenges.survivedThreeImmobilizesInFight,challenges.takedownOnFirstTurret,challenges.takedowns,challenges.takedownsAfterGainingLevelAdvantage,challenges.takedownsBeforeJungleMinionSpawn,challenges.takedownsFirst25Minutes,challenges.takedownsInAlcove,challenges.takedownsInEnemyFountain,challenges.teamBaronKills,challenges.teamDamagePercentage,challenges.teamElderDragonKills,challenges.teamRiftHeraldKills,challenges.threeWardsOneSweeperCount,challenges.tookLargeDamageSurvived,challenges.turretPlatesTaken,challenges.turretTakedowns,challenges.turretsTakenWithRiftHerald,challenges.twentyMinionsIn3SecondsCount,challenges.unseenRecalls,challenges.visionScorePerMinute,challenges.wardTakedowns,challenges.wardTakedownsBefore20M,challenges.wardsGuarded,perks.statPerks.defense,perks.statPerks.flex,perks.statPerks.offense,perks.styles,challenges.earlyLaningPhaseGoldExpAdvantage,challenges.laningPhaseGoldExpAdvantage,challenges.maxCsAdvantageOnLaneOpponent,challenges.maxLevelLeadLaneOpponent,challenges.visionScoreAdvantageLaneOpponent,challenges.firstTurretKilledTime,challenges.highestCrowdControlScore,challenges.highestChampionDamage,challenges.junglerKillsEarlyJungle,challenges.killsOnLanersEarlyJungleAsJungler,challenges.fastestLegendary,challenges.thirdInhibitorDestroyedTime,challenges.earliestDragonTakedown,challenges.controlWardTimeCoverageInRiverOrEnemyHalf,challenges.fasterSupportQuestCompletion,challenges.highestWardKills,challenges.earliestBaron,challenges.baronBuffGoldAdvantageOverThreshold,challenges.earliestElderDragon,challenges.mejaisFullStackInTime,challenges.teleportTakedowns
NA1_4290065876,64,LeeSin,ARAM,1,8128,8139,8138,8106,8009,9105,RD1LReE_vRzTEbF3l9mDTAR9DfpciZNunrzaZDaS5K24R_dA_bzwckKGexDrsFjqn5PJ7JmElHJKZg,4,32,n8T-YbNvwU3b-17EqeuU2YAT9V1AYROfSEkAH0VKNc67okA,298,chndrw,100,False,23,0,0,24064,18,0,0,815,815,815,69056,14,0,1,0,True,True,False,False,False,False,False,16391,15800,Invalid,0,0,2,6692,3143,6333,3156,3111,3075,2052,22,2,13,TOP,2,4,3,168,14201,3249,6331,0,0,1,0,0,0,0,44305,21653,19398,4568,0,,,SUPPORT,0,93,51,41,16,3,23,False,,20,1506,59616,25718,694,29719,3473,0,43,69,372,1,1,1110,815,3989,0,2,4,0,0,0,0,0,0,201,0,0.0,0,0,450,0,0,0,1023.8082029684925,0.18816108277470342,0,14,114,0,0,694.1572265625,0,0,45,0.0,0,0,0,0,1,10,1507.2224604919372,0.0,652.5296494248078,0,0,6,0,0,0.0,0,0,2.5714285714285716,5,0.631578947368421,0,1,0.0,0,3,0,5,30,18,1,0,0,-24.0,0,0,2,1,6692.0,0,6,0,0,0,22,0,0,0,0,0,0,0,9.743252238419473,78,88,10,0,3,0,0,0,0,0,36,0,1,36,0,0,0,0.17840732560429898,0,0,0,0,0,2,0,0,0,0.0,0,0,0,5003,5008,5007,"[{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1367, 'var2': 23, 'var3': 0}, {'perk': 8139, 'var1': 1421, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 685, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 7, 'var2': 20, 'var3': 0}], 'style': 8000}]",,,,,,,,,,,,,,,,,,,,,
NA1_4290065876,99,Lux,ARAM,2,8229,8226,8210,8236,8138,8105,pWX4Z_L3Qqr4P5R7unEbFE1RZ6WkwYUCoehhgzVc67jZRTd6g4ETpAKHZOuZyKEvZuX4TmsUQInUlA,32,4,q2W0HGzlmFCAEnhFpKJnv2Wzs-3bMOIfeYFT7-I-541gCvGy,163,Jeudomogo,100,False,25,0,0,26302,18,0,2,1897,1897,1897,9652,8,0,0,0,True,False,True,False,False,False,False,16731,15000,Invalid,0,1,2,6655,3145,3020,3089,4628,3135,2052,14,1,6,TOP,0,3,1,388,94509,18001,5007,0,0,1,0,0,0,0,6886,519,16147,4794,0,,,DUO,0,57,25,117,18,9,1,False,,59,1506,104395,18600,2807,21566,2776,0,111,468,188,1,0,3000,80,410,1,3,4,0,0,0,0,0,0,217,0,0.0,0,0,600,0,0,0,740.4583842575177,0.13654185814310338,0,8,114,0,0,2807.547119140625,0,0,29,0.0,0,0,0,0,1,10,1507.2224604919372,0.0,666.0714771310763,0,0,8,0,0,0.0,0,0,3.875,5,0.543859649122807,0,2,0.0,0,1,0,0,17,29,0,0,0,-24.0,0,0,0,0,6655.0,0,0,0,0,0,20,0,0,0,0,0,0,0,9.743252238419473,41,40,1,0,0,0,0,0,0,0,31,0,1,31,0,0,0,0.12903119907970645,0,0,0,0,0,3,0,0,0,0.0,0,0,0,5001,5008,5008,"[{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 2152, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1146, 'var3': 0}, {'perk': 8210, 'var1': 23, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 80, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}]",,,,,,,,,,,,,,,,,,,,,
NA1_4290065876,235,Senna,ARAM,3,8128,8139,8138,8106,8009,9103,XmEmjOPvqoEUkkgks49W3gYvvumXWcibTYtuSYHgDGSL_w85_ZzwsOPZKtLABf-YiRK2bNNai-2IrA,4,3,gxkFLOdq_vuM7FNo3JboCAUEVdCu1_btrDLH5hTEVpd7gxU,522,Elucidaze,100,False,20,0,0,24779,18,0,1,4528,4528,4528,21692,13,0,1,0,True,True,False,False,False,False,False,18664,17000,Invalid,0,1,2,6692,3006,3042,6676,3036,3031,2052,25,3,16,BOTTOM,992,6,5,197,518,88,10627,0,0,1,0,0,0,1,132319,57199,26847,5284,1,,,SOLO,0,67,37,13,10,7,6,False,,28,1506,133069,57519,1517,39033,15647,5772,23,209,308,5,1,231,231,1558,0,4,4,0,0,0,0,0,0,127,0,0.0,0,0,1425,0,0,0,2289.7611105619944,0.24713268848399136,0,13,114,0,0,7290.35986328125,0,0,14,0.0,0,0,0,0,1,10,1507.2224604919372,0.0,743.0197233522389,0,0,6,0,0,0.0,0,0,2.769230769230769,8,0.631578947368421,0,2,0.0,0,3,0,0,24,3,2,0,0,-24.0,0,0,4,0,6692.0,0,0,0,0,0,25,0,0,0,0,0,0,0,9.743252238419473,86,72,0,0,1,0,0,0,0,0,36,0,1,36,0,1,0,0.3990104345947175,0,0,0,0,0,4,0,0,0,0.0,0,0,0,5002,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2739, 'var2': 32, 'var3': 0}, {'perk': 8139, 'var1': 2220, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4185, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 11, 'var2': 30, 'var3': 0}], 'style': 8000}]",-0.16113287210464478,-0.0081978440284729,1.0,2.0,0.0,,,,,,,,,,,,,,,,
NA1_4290065876,131,Diana,ARAM,4,8128,8139,8138,8135,9111,8014,cStYsjF_uBj7G30l8O-bYU6tKjCNS5s6IHN7d0bCCjquCmeS_aqthVHC3JGHYJvaOaOiY9wjh6ra1w,7,4,_0tdEgo_p1sY3G8k3s1zOq-h0ciIJ5OJWpxE7V0ZCQP1n_k,231,yogismashbear,100,False,23,0,1,25142,18,0,2,2497,2497,2497,36376,11,0,0,0,True,True,False,False,False,False,False,18121,16700,Invalid,1,1,2,4636,3158,3157,4645,3089,3135,2052,20,2,10,TOP,0,3,1,283,81158,30501,7298,0,0,1,0,0,0,0,10301,2192,24907,4909,0,,,SUPPORT,0,86,38,25,9,10,4,False,,13,1506,91637,32871,0,32632,7957,952,63,74,280,5,0,177,177,426,2,4,4,0,0,0,0,0,0,158,0,0.0,0,0,1200,0,0,0,1308.5431492019293,0.20660357395861764,0,11,114,0,0,952.5,0,0,20,0.0,0,0,0,0,1,10,1507.2224604919372,0.0,721.374413698114,0,0,7,0,0,0.0,0,0,3.0,8,0.5789473684210527,0,1,0.0,0,3,0,7,31,17,1,0,0,-24.0,0,0,0,0,4636.0,0,2,0,0,0,23,0,0,0,0,0,0,0,9.743252238419473,66,77,0,0,0,0,0,0,0,0,33,0,1,33,0,0,0,0.22802482243261324,0,0,0,0,0,4,0,0,0,0.0,0,0,0,5003,5008,5007,"[{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1794, 'var2': 26, 'var3': 0}, {'perk': 8139, 'var1': 1775, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 400, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 1026, 'var2': 330, 'var3': 0}, {'perk': 8014, 'var1': 873, 'var2': 0, 'var3': 0}], 'style': 8000}]",,,,,,,,,,,,,,,,,,,,,
NA1_4290065876,427,Ivern,ARAM,5,8439,8401,8473,8242,8226,8237,N2dvrQ4wiGCnJsTMC7s8glRSiZikDfgKaffL7HL9Std85JDKha57Z_jPE7JStnzeJig-xgtvbWmdWA,4,32,DoKHeEIdc5ed7-vbIZwQFFcvrb6NLaN5iiIFGlO_UVuohrzwW4JSD25XnA,283,Krakozya,100,False,27,0,0,23134,18,0,7,798,798,798,30431,11,0,0,0,True,True,False,False,False,False,False,14513,13100,Invalid,0,1,2,3083,3193,3107,2065,3158,1031,0,30,1,4,MIDDLE,0,2,1,206,10555,4367,7719,0,0,1,0,0,0,0,13563,2554,26309,4020,0,,,SOLO,0,70,48,47,79,5,7,False,,53,1506,31207,9445,5682,34994,5645,3628,23,227,264,13,0,7088,2523,966,1,3,4,0,0,0,0,0,1,244,0,0.0,0,0,150,0,0,0,376.02872845161653,0.2215607966395842,0,11,114,0,0,9311.037109375,0,0,50,0.0,0,0,0,0,1,10,1507.2224604919372,0.0,577.7697725130593,0,0,12,0,0,0.0,0,0,2.8181818181818183,9,0.543859649122807,0,1,0.0,0,2,0,0,19,8,0,0,0,-24.0,0,0,0,0,2065.0,0,1,0,0,0,21,0,0,0,0,0,0,0,9.743252238419473,67,75,2,0,0,0,0,0,0,0,31,0,1,31,0,0,0,0.06552621828866381,0,0,0,0,0,3,0,0,0,0.0,0,0,0,5003,5002,5007,"[{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 208, 'var2': 599, 'var3': 0}, {'perk': 8401, 'var1': 342, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 687, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 100, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 188, 'var3': 0}, {'perk': 8237, 'var1': 412, 'var2': 0, 'var3': 0}], 'style': 8200}]",,,,,,,,,,,,,,,,,,,,,
NA1_4290065876,126,Jayce,ARAM,6,8005,8009,9104,8017,8135,8143,KpD3Qmdy14vI9SFuH8ZWTjt3znOgG29PjUzqYOW9Gr8xO8jryTHblYTfz3K58VwdLZ5Xj-X9EASsrg,4,32,HaPgXQZvGX_0v5m_iTEr5sTE9lQ75uw8JwZ_FnPbjxCJgAM,95,HuhhhYeahhhhhhh,200,True,21,0,0,21803,18,0,1,1437,1437,1437,11027,8,0,3,0,True,False,False,True,False,False,False,17693,19450,Invalid,1,1,1,3042,6676,3142,3158,6691,3156,2052,21,5,15,MIDDLE,744,4,2,257,3284,1842,11292,0,1,0,1,0,0,0,59099,28799,10046,4881,0,,,SUPPORT,0,89,49,77,35,4,16,False,,4,1506,63605,31863,0,21995,1458,0,40,29,260,1,0,1221,1221,656,0,2,4,0,0,0,0,0,0,250,0,0.0,0,0,825,0,0,0,1268.4291097453606,0.14188404717609274,0,8,114,0,0,0.0,0,0,5,0.0,0,0,0,0,0,10,1507.2224604919372,0.0,704.3450036091597,0,0,3,0,0,0.0,0,1,4.5,6,0.7346938775510204,0,3,0.0,0,2,0,2,4,20,1,1,1,-24.0,0,0,3,1,6691.0,0,3,0,0,0,25,0,0,0,0,0,0,0,,57,27,8,0,1,0,0,0,2,1,36,0,0,36,0,0,0,0.21442616952581384,0,0,0,0,0,2,0,0,0,0.0,0,0,0,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 642, 'var2': 371, 'var3': 271}, {'perk': 8009, 'var1': 4778, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 4, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 554, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 400, 'var2': 5, 'var3': 0}, {'perk': 8143, 'var1': 440, 'var2': 0, 'var3': 0}], 'style': 8100}]",,,,,,459.0218282260784,,,,,,,,,,,,,,,
NA1_4290065876,245,Ekko,ARAM,7,8128,8143,8138,8135,8014,9111,3oJi6br_qho652o8i8_mphozipRyZ9tIqoQ2mUlvH73_QAEmiBcysHjD_QAy0H9yZU_04o2qr45zZA,4,32,tu5hVHzjd6W8Q5p5pD55oftd2JCAiF7AUf1F2o11oRzULY8,55,krazyboi23,200,True,25,0,0,24705,18,0,1,0,0,0,27227,12,0,2,0,True,False,False,False,False,False,False,17240,16350,Invalid,0,0,1,3020,3152,3157,3100,3089,3135,2052,15,3,11,MIDDLE,0,3,3,204,64510,20923,15421,0,0,0,0,0,0,0,5471,2084,18763,1110,0,,,SUPPORT,0,90,38,37,9,6,20,False,,19,1506,71720,24566,0,34832,9774,0,50,214,344,1,1,1738,1558,647,0,0,4,0,0,0,0,0,0,174,0,0.0,0,0,800,0,0,0,977.961065104752,0.224693659183028,0,12,114,0,0,0.0,0,0,6,0.0,0,0,0,0,0,10,1507.2224604919372,0.0,686.3246617057919,0,0,3,0,0,0.0,0,0,3.0,9,0.7346938775510204,0,3,0.0,0,1,0,0,11,15,1,1,1,-24.0,0,0,3,1,3152.0,0,2,0,0,0,26,0,0,0,0,0,0,0,14.101487185705992,92,50,9,0,1,0,0,0,2,0,36,0,0,36,0,0,0,0.16532295224436686,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5001,5008,5008,"[{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2104, 'var2': 25, 'var3': 0}, {'perk': 8143, 'var1': 781, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 400, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 584, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1212, 'var2': 360, 'var3': 0}], 'style': 8000}]",,,,,,459.0218282260784,,,,,,,,,,,,,,,
NA1_4290065876,3,Galio,ARAM,8,8351,8306,8345,8410,8226,8210,RZI8FZ35mpDO-ZRhbfscbqxeX8sYIrcz_YUlZ2XG_VHB228iu71YnARNL3YllNX9uzVrMR6fXR4X0w,3,4,-g_kQ5UUCr81TXPE9vuYGSkpS0yQ5Phh_9bmNLUwR-jm9O4,99,Otacustes,200,True,26,0,0,25682,18,0,0,751,751,751,71413,10,0,0,0,True,False,False,False,False,False,False,14553,12850,Invalid,0,2,1,3121,3075,3111,6662,3083,1028,2052,18,1,5,MIDDLE,12,2,1,226,45004,12858,8441,0,0,0,0,0,0,0,1352,210,30140,4570,0,,,SUPPORT,0,47,33,43,6,6,5,False,,78,1506,49223,13255,1851,39802,2756,0,25,603,262,1,0,2865,185,1220,0,3,4,0,0,0,0,0,0,129,0,0.0,0,0,150,0,0,0,527.6794327422409,0.2567539414034176,0,10,114,0,0,1851.8726806640625,0,0,60,0.0,0,0,0,0,0,10,1507.2224604919372,0.0,579.3434453199426,0,0,17,0,0,0.0,0,0,3.1,2,0.6326530612244898,1,2,0.0,0,0,0,0,19,6,0,1,1,-24.0,0,0,0,0,6662.0,0,3,0,0,0,22,0,0,0,0,0,1,0,14.101487185705992,92,80,0,0,0,0,0,1,15,1,31,0,0,31,0,0,0,0.08920347115274556,0,0,0,0,0,3,0,0,0,0.0,0,0,0,5001,5008,5007,"[{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 100, 'var2': 1327, 'var3': 0}, {'perk': 8306, 'var1': 1, 'var2': 0, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8410, 'var1': 90, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 380, 'var3': 0}, {'perk': 8210, 'var1': 23, 'var2': 0, 'var3': 0}], 'style': 8200}]",,,,,,459.0218282260784,1.0,,,,,,,,,,,,,,
NA1_4290065876,498,Xayah,ARAM,9,8008,8009,9103,8014,8126,8135,DVL7gdKuEEF2RI4a5yfClLhOBTZxskk0_mx7IAIKuqvoZE_bC5-rEjtyu5aQllguAXVi1xL6eCVfbQ,4,32,RNJQqB4JkTWbEmpRFWx2oAgyNUw5qmYSaVSP0be1MnZLkK6m-b9G5HQTiA,49,Emnauspo,200,True,30,0,2,27474,18,0,2,5099,5099,5099,13968,10,0,5,0,True,False,False,False,False,False,False,20020,16650,Invalid,1,2,1,3042,3508,6692,3158,3094,3814,2052,21,7,17,MIDDLE,677,3,2,175,2805,941,11203,0,0,0,1,0,0,0,158209,55183,22548,7,0,,,DUO,0,102,59,58,11,4,6,False,,34,1506,163770,58881,0,34164,1955,0,117,39,294,1,0,2755,2755,413,2,3,4,0,0,0,0,0,0,230,0,0.0,0,0,750,0,0,0,2343.95812212878,0.22038605484310483,0,10,114,0,0,0.0,0,0,30,0.0,0,0,0,0,0,10,1507.2224604919372,0.0,796.9722869296545,0,0,14,0,0,0.0,0,0,4.7,2,0.9591836734693877,0,5,0.0,0,3,0,0,10,31,2,1,1,-24.0,0,0,5,1,6692.0,0,6,0,0,0,33,0,0,0,1,0,0,0,14.101487185705992,66,23,2,0,1,0,0,0,0,0,47,1,0,47,0,0,0,0.3962428469951253,0,0,0,0,0,3,0,0,0,0.0,0,0,0,5002,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 111, 'var2': 9, 'var3': 0}, {'perk': 8009, 'var1': 4699, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 6, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 1401, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8126, 'var1': 1251, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 400, 'var2': 5, 'var3': 0}], 'style': 8100}]",,,,,,459.0218282260784,,1.0,,,,,,,,,,,,,
NA1_4290065876,15,Sivir,ARAM,10,8005,9111,9105,8014,8139,8138,9ISSTni5OVNImWilM1pdVHXKGW_SFLunRSEV3D9tpIP5ROsaZahY0KbU5nSq90Wx8siy1qqu0F7yLQ,4,21,VkwOTpLxFJ3B7NiWaGUy8xSDyytXEIGPwkAvi9UrQmw1P_I,164,Qzling,200,True,31,0,0,27134,18,0,0,1786,1786,1786,9463,9,0,2,0,True,False,False,False,True,False,False,17725,13600,Invalid,0,1,1,6671,0,6676,3158,3042,6694,2052,18,3,9,BOTTOM,680,3,2,351,416,416,9850,0,0,0,0,0,0,0,149330,19308,13487,4796,0,,,SOLO,0,97,99,34,12,4,6,False,,2,1506,150052,20031,0,24227,5246,0,115,85,258,1,0,306,306,889,2,3,4,0,0,0,0,0,0,242,0,0.0,0,0,0,0,0,0,797.4307824109881,0.15628229739435684,0,9,114,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10,1507.2224604919372,0.0,705.6370636242183,0,0,0,0,0,0.0,0,1,4.444444444444445,4,0.8163265306122449,0,0,0.0,1,2,0,0,13,31,1,1,1,-24.0,0,0,2,0,6671.0,0,0,0,0,0,33,0,0,0,0,0,0,0,32.959054018967436,70,36,0,0,0,0,0,1,2,1,40,3,0,40,0,0,0,0.13480456008194847,0,0,0,0,0,3,0,0,0,0.0,0,0,0,5003,5008,5008,"[{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 372, 'var2': 191, 'var3': 180}, {'perk': 9111, 'var1': 1455, 'var2': 400, 'var3': 0}, {'perk': 9105, 'var1': 5, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 450, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8139, 'var1': 1955, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}], 'style': 8100}]",0.061720967292785645,0.0061446428298950195,92.0,2.0,0.0,459.0218282260784,,,,,,,,,,,,,,,
NA1_4289931145,161,Velkoz,ARAM,1,8128,8139,8138,8135,8014,8009,ILj4NpHxc8DxP04IQwLTP5ikUfDRUBstzFLcb93v_jZGMJCkze_hTwNDSIkKUebSfUUjvFNntX6_Ww,6,4,24z38J3kzLi2K9EsgvWuVCK91kpjC-pjxBmcl-ZJbHANstE,179,StarsFoxS,100,True,28,0,1,27578,18,0,0,3007,3007,3007,9777,7,0,5,0,True,False,True,False,True,False,False,18569,16400,Invalid,0,1,2,6653,3020,4637,4645,3089,3165,2052,15,6,22,TOP,0,5,3,309,103527,40832,9147,0,1,0,1,0,0,0,4615,748,12123,1296,0,,,SUPPORT,0,131,65,40,8,5,5,False,,42,1345,120227,50747,0,22156,4243,0,64,342,224,1,1,12084,9167,885,2,3,2,0,0,0,0,0,0,244,3,0.0,0,0,600,0,0,0,2262.936694202477,0.13189155360347443,0,7,86,0,0,0.0,0,0,20,0.0,0,0,0,0,2,8,1345.5432954336804,0.0,828.0448783447679,0,0,11,0,0,0.0,0,1,7.142857142857143,6,1.0,0,6,0.0,1,7,0,12,9,12,2,1,0,-22.0,0,0,6,0,6653.0,0,5,0,0,0,29,0,0,0,0,0,0,0,11.824790166897117,29,25,0,0,2,0,0,0,0,1,50,3,1,50,0,0,0,0.31995409442155087,0,0,0,0,0,3,0,0,0,0.0,0,0,0,5003,5008,5007,"[{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2934, 'var2': 35, 'var3': 0}, {'perk': 8139, 'var1': 1895, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 400, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 1342, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 6409, 'var2': 0, 'var3': 0}], 'style': 8000}]",0.19386327266693115,0.1829618215560913,6.0,2.0,0.0,429.74047753638695,,1.0,,,,,,,,,,,,,
